lang,text
eng,Tom and Mary will be very late if they do that before they come here.
fra,"Cette crème adoucit, régénère et soulage les mains les plus sèches."
fra,Laisse-moi couper les carottes.
deu,Tom hat seine Tasche vergessen.
spa,¿Me podría decir por favor el camino hacia la estación?
deu,Jeder fege vor seiner Türe.
deu,Tom heiratet im Oktober.
deu,Diese Kirche kann nicht alle Dorfbewohner zur gleichen Zeit aufnehmen.
fra,Beaucoup de chauffeurs de camion ne respectent pas du tout les conditions météorologiques.
spa,"Si mi madre hubiera estado todavía viva, me habría ayudado en aquel entonces."
fra,Cachez-vous ensemble.
eng,Tom assumed that everybody knew who he was.
eng,"Doctor: ""I'm sorry. He's a vegetable now."" Tom: ""Why is that bad? Vegetables are good!"""
spa,¡Te extraño también!
spa,Hacer dinero es su religión.
spa,Un enorme copo de nieve se me posó en la punta de la nariz.
deu,Ich gehe den Pfad hinauf zur Hütte auf dem Hügel. Unter den Sohlen meiner Schuhe knirscht Kies.
eng,I'm a heroine.
fra,Je devais montrer l'exemple.
ita,"In nessun luogo viaggerei con te, perché sei antipatico."
eng,Now a few thoughts are starting to coalesce in my mind.
fra,Tu bois de l'eau fraîche.
ita,Devi prendere la medicina!
fra,Qui peut trouver une femme vertueuse ? Elle a bien plus de valeur que les perles.
deu,"Ich weiß, dass du Kaffee magst."
ita,Io non penso che sia possibile.
eng,We have to do this right away.
ita,"A causa di aver bevuto un po' di caffè forte, non è stata in grado di dormire per tutta la notte."
fra,Mon fils a cinq ans.
eng,You are not to neglect your duty.
spa,Tom es un valiente paracaidista.
deu,Es flattert unsere Flagge droben im Wind. Sie ruft all unsere Freunde zur Tat.
eng,Tom goes hunting all the time.
deu,Niemand hatte eine Antwort.
spa,¿Existen las sillas?
spa,Aquí estarás segura.
fra,Je vous montrerai la bourgade.
deu,"Jeder Mensch hat seinen Charakter, und sein Charakter ist sein Schicksal."
eng,Why would I give Tom the apple?
deu,"Tom sagte, Maria habe eine Erkältung."
deu,Sie trägt Ohrringe.
spa,Siempre está quejándose de una cosa o la otra.
ita,Mi son comprata un paio di scarpe.
eng,Sami was absolutely right.
fra,Ta question n'a pas de réponse.
deu,Maria nahm den Ring vom ihrem Finger.
spa,"Que lindo cachorrito. ¿Por qué se llama Panda? ""Por que su cara parece la de un panda."""
deu,Heute ist der fünfte März.
ita,Cosa cavolo vuol dire?
fra,"Depuis que tu es partie, je n'ai plus goûté à la paix."
fra,La vérité semble plus complexe qu'il n'y paraît.
eng,Sami and Layla spent a week and a half together.
spa,No importa quién la escribe. Una oración es una oración.
deu,"Ich war noch keine Meile gegangen, als es zu regnen anfing."
spa,No abras esta caja.
fra,Il veut se rendre en Amérique.
eng,"Translate each word in this sentence, one by one. Then, say what the sentence means."
eng,Do you really think that that is absolutely necessary?
spa,He dicho que no me gusta y es que no.
ita,Sami ha spento la sua TV.
spa,Tomasa le pidió a Mario ayuda para montar el belén.
spa,¡Menuda birria de canción ha sacado el grupo revelación del año pasado!
spa,Vivo en Australia.
eng,Algeria is a very big country.
fra,Vous n'êtes plus les bienvenues chez moi.
ita,Vi risparmierò i dettagli.
deu,"Soweit ich weiß, kommt er mit dem Auto."
eng,My name is Kuzey.
fra,Il n'était pas nécessaire que vous vous embêtiez autant juste pour moi.
eng,Forget the past.
spa,"Yo seré infeliz, pero no me suicidaría."
spa,Toco el bajo.
spa,Nuestra ciudad se vuelve más y más grande.
eng,My point is a broader one.
fra,Il ronfla toute la nuit et sa femme ne put dormir.
spa,Todos los gatos son hermosos.
spa,Es difícil atinar a la diana desde esta distancia.
spa,Tom está en el autobús que va a la ciudad.
deu,Ich habe letzte Woche von Tom drei Briefe bekommen.
spa,Ellos eliminaron el mal hábito.
eng,Tom and Mary are almost done for today.
spa,Habló de música.
ita,Puoi sceglierne uno dei due.
fra,C'est dur à encaisser.
spa,Tom necesita conseguir trabajo.
fra,Il est accro au pain.
ita,Conosco una parola.
eng,I think you might want to check this out.
ita,Volevi parlare con me?
eng,Ziri didn't go back into that place.
eng,You're always criticizing me.
deu,"Ist das das Einzige, was du tun kannst?"
ita,Pensi che Mary lo farà da sola?
ita,Non vai a costruire cimiteri in Messico.
fra,Ça fait du bien d'entendre ta voix. Je me demandais si tu étais mort.
ita,Mercoledì si fa chimica?
eng,Tom didn't know whether he'd be allowed to do that or not.
fra,Elle reçut un présent de son copain.
fra,Presque toutes les feuilles sont tombées.
deu,"Denken Sie, daß das nötig war?"
fra,La stratégie de sécurité énergétique garantit l'approvisionnement en ressources vitales.
fra,Maître et élèves ont un maître commun : l'affection.
spa,Solo tengo una pregunta para ti.
deu,Tom kann Italienisch.
ita,Penso che Tom ami farlo.
deu,Maria setzt Tom den roten Hahn aufs Dach.
eng,It's not practical at the moment.
fra,Son discours a attiré l’attention des gens.
ita,Mary ha detto che non aveva un lavoro.
fra,Je ne veux pas encore aller au lit !
spa,"Debido a la guerra en el país, los niños tienen dificultades para ir a la escuela."
spa,Tengo el almuerzo a la una.
fra,Maison !
spa,"Habiendo acabado la clase, los estudiantes se fueron rápidamente."
ita,Ha lasciato andare la corda.
deu,"Ich weiß, dass Tom Angst vor Ihnen hat."
eng,I'm not contradicting you.
deu,Pflanzen brauchen zum Wachsen Sonnenlicht.
spa,Él soltó verdades de manera valiente y sin tapujos.
ita,Ha influenzato troppe generazioni.
eng,I'm using that cup.
deu,"Ein Haushalt ist eine Gruppe von Leuten, die einen gemeinsamen Wohnsitz und Lebenserwerb haben."
fra,Le Président dit : « Je m'en tape ! »
ita,Allora questa è New York.
fra,Nous aurions dû faire plus attention.
spa,¿Acaso tengo que acompañarte?
deu,Welche Sprachen spricht man in Korea?
ita,Ho una pessima idea.
ita,"Mary è al piano di sopra a dormire, vero?"
spa,La niebla se disipó cuando salió el sol.
fra,Sais-tu quand elles arriveront ?
fra,J'apprends le japonais.
eng,Did Tom suffer?
ita,Cosa può fare per lei?
ita,Io sono un cittadino turco.
deu,Das hätte man tun können.
ita,Tu sei mai andato in bici?
spa,"Sí, lo entiendo bien."
ita,Vado a costruire fattorie in Svezia.
spa,Debo escupir la nuez.
deu,Dieser Teppich ist zu lang.
eng,"Efim Geller, Paul Keres and David Bronstein were great Russian chess players."
spa,Tomás lo intentó.
ita,Dove li avete assordati?
fra,Où est le couteau ?
eng,It began to hail.
fra,Le moment inconfortable quand ton voisin te voit casser sa clôture.
deu,Die Sterne leuchten hoch am Himmel.
spa,¿Será que la acupuntura es tan eficaz como la medicina tradicional?
spa,Yo crecí comiendo comida japonesa.
eng,She was bewitched by his smile.
spa,Estoy preparado para darte una segunda oportunidad si la quieres.
deu,Du musst mir nichts über Tom erzählen. Mir ist der Typ egal.
deu,Ich bin des Lesens müde.
fra,Les soldats sont entraînés à utiliser des armes.
deu,"Wäre es ok, wenn ich hinten sitze?"
spa,Antes de juzgar a alguien probá primero caminar un día con sus zapatos.
ita,"Non dovrei proprio chiederlo, ma potreste andare a prendere un po' di tofu per me?"
ita,Tom è diventato muto.
fra,Je voulais passer plus de temps avec Tom.
eng,Oil prices dropped.
ita,La luce rossa sopra la porta era accesa.
spa,¡Si solo tuviéramos un hijo!
fra,Es-tu impressionnée ?
ita,Tom sta iniziando a scoraggiarsi.
fra,"Comment s'appelle-t-elle, déjà ?"
deu,Er wohnt in der Ukraine.
fra,"Tu as raison, c'est le bon moment."
fra,Combattons-le comme un seul homme.
fra,C'est juste la manière dont cela fonctionne.
fra,Il se croit malin.
eng,The man had something under his coat.
eng,We'll come by tonight.
ita,La giovane coppia andò a Kyoto per divertimento.
ita,"Di che nazionalità sono le nostre studentesse? ""Scozzese."""
eng,Mary said she thought Tom might not be allowed to do that.
ita,Trascorri il Natale con Tom?
deu,Aus eigener Kraft kann ich nicht mehr. Mir Hilfe zu holen bringt nichts. Lasst mich einfach in Ruhe.
ita,Sono con lei ora.
deu,"Wenn man gesund essen will, kauft man am besten nichts."
spa,"El tamil es un idioma antiguo, según este libro."
ita,Tom sarà in grado di farlo domani.
deu,Die Polizei dient einem korrupten System.
fra,"Ce n'est pas possible, n'est-ce pas ?"
eng,Sami's visit only enflamed the conflict between Layla and her husband.
spa,"En mi mundo todos son ponis, y comen arcoíris y cuyo popó son mariposas."
fra,C'est devenu viral.
ita,Lei pensa che voglia ancora che io rimanga con lui?
fra,Mon poisson rouge est mort.
deu,Liebe fängt bei sich selber an.
deu,"Einer hat versucht, Tom zu vergiften."
spa,Yo soy tu única esperanza.
eng,Tom said that he thought he might be the only one who wanted to do that.
fra,Nous avons acheté notre arbre de Noël à la pépinière voisine.
fra,Je me suis assise près d'elle.
ita,È stato un grande privilegio lavorare con lei.
ita,È impossibile non amarli!
fra,L’agent de change a conseillé d’investir dans des valeurs sûres.
fra,Tom a mangé un gâteau.
fra,Il me faut m'entretenir avec quelqu'un.
ita,Va a costruire moschee in Grecia?
eng,It's good to consider alternative angles.
eng,Come back again soon.
ita,L'alcol è una droga.
ita,Lei guadagna un buon stipendio.
fra,Tu es une vraie chipie !
fra,Veuillez être prudents.
deu,"Es ist schwierig, Ihnen zu glauben."
spa,¿Qué tienes en tu bolso?
eng,Ivan was trying to rob Anna or steal her car.
fra,Il est rustre.
deu,Er hat seine Autoschlüssel verloren.
eng,When I woke up my head was at the foot of the bed.
deu,Was sollte ich ihm zum Valentinstag schenken?
deu,"Weil Tom Koreanisch für schwierig hielt, fing er Esperanto zu lernen an."
fra,Nous n'adorerons pas les idoles.
fra,C'est un homme jaloux.
ita,In realtà io non ho mai conosciuto Tom.
spa,Yo no tengo nómina.
deu,Mach’s ihm nicht leicht!
eng,I haven't told you the most important part yet.
spa,"Los niños son esperanzas, que se pierden, y temores, de los cuales nunca nos deshacemos."
fra,Tout est glacial désormais sans elle.
deu,Tom wusch sich die Hände.
spa,Yo trabajo en esta empresa.
eng,You won't regret hiring her.
eng,I know that isn't what you want.
eng,They burned centenary olive trees.
spa,Nunca volví a ver a Tom después de aquello.
ita,Dove l'avete messo precisamente?
deu,"Haben Sie Maria gesagt, warum sie das tun sollte?"
spa,Quiero ir a jugar con mis amigos.
spa,No quiero crear falsas expectativas.
deu,Haben Sie offene Stellen an Ihrem Körper?
fra,"J'aimerais étudier l'allemand, mais je n'ai pas le temps."
spa,Está chupando su dedo.
ita,Dopo pago se poco pago.
spa,Tengo que llevar a arreglar mi reloj.
eng,Giraffe's are the largest herbivores in the world.
fra,La cave à vin est trop petite.
ita,"Di che nazionalità sono le nostre insegnanti? ""Greca."""
fra,Il la lui a piétinée.
deu,"Tom sagte, Sie könnten mir helfen."
spa,Nosotros nos quedamos en casa anoche.
spa,¿Cuántos parques nacionales hay en Kenia?
fra,Les élèves attendent la prochaine excursion avec impatience.
spa,¿Qué diablos haces aquí?
fra,Le jour décline.
fra,Je n'ai pas de radio dans ma chambre.
fra,Je lui plais.
spa,Ese fue nuestro primer encuentro.
spa,¿Cuántos huevos quedan por cascar?
eng,I drank a lot of water.
deu,"Ich neige dazu, alles persönlich zu nehmen."
ita,In Inghilterra si trovano ristoranti che lo cucinano?
ita,Troppo cibo buono è peggio di troppo poco cibo cattivo.
fra,Ziri est-il un nom féminin ?
ita,Scelga fra i due.
eng,Rock Paper Scissors was used to decide who would be in charge.
spa,La diligencia lo llevó al éxito.
fra,J’ai hâte d’avoir de tes nouvelles.
fra,"Honteuse de sa faiblesse, elle cacha son visage dans un mouchoir qu’elle inonda de ses larmes."
deu,"Tom und Maria sagten, dass sie gerne einmal versuchen würden, Einrad zu fahren."
fra,La passion de Maria pour les voyages l'a poussée à visiter plus de trente pays.
spa,Almorzamos juntos.
spa,Ella no se siente cómoda con mis amigos.
deu,"Sie stritten darüber, ob Französisch oder Deutsch die leichtere Sprache sei."
ita,Mi sa che era indelebile!
spa,¿Por qué no me dejas juzgar eso a mí?
ita,Lui annotò il nome di lei sul quaderno.
spa,La música en la fiesta de Vladimir estuvo genial.
deu,Sie wollte nicht zum Arzt gehen.
ita,Ditemi perché Tom non è qui.
deu,Ich bin ich und du bist du.
eng,Don't you want to kiss me?
ita,Questo dizionario è prezioso per noi.
spa,Un contratiempo inesperado nos obligó a detener la maquinaria.
eng,I nodded in agreement.
ita,Non ho niente da dire.
deu,"Ja, tatsächlich!"
ita,Mary sostiene che abbia rubato le sue perle.
spa,¿Por qué nos hemos parado?
ita,Posso utilizzare una carta di credito?
deu,Ich hoffe wir müssen nicht zu lange warten.
spa,Muchas gracias por su respuesta.
eng,Tom doesn't think Mary will really do that.
eng,"They have rights, too."
eng,The walls of their room are covered in animal posters.
eng,I am a seal.
ita,Io ero triste.
spa,Todo esto es debido al uso de exfoliantes.
deu,Die Enttäuschung war ihr ins Gesicht geschrieben.
fra,"Je ne le regrette pas. Pour être franc, cela m'a fait de la publicité."
spa,Necesito un préstamo.
spa,¡De todas maneras vamos a llevar!
eng,The governor has declared a state of emergency.
fra,Elles ont l'habitude de les accompagner à Ichelliben.
deu,Ich kann ihm dabei nicht helfen.
deu,Einmal reicht nicht.
ita,"Tu sei malato, vero?"
deu,Ich liebe diese Jahreszeit.
spa,Temo que es muy tarde ya.
spa,¿Por qué quieres convertirte en enfermera?
ita,Vanno a costruire biblioteche in Cile?
deu,Die Batterie in dieser Taschenlampe ist wiederaufladbar.
fra,J'ai ma soutenance de thèse demain.
spa,La generación actual está plagada de narcosis digital.
fra,Il ne restait plus qu'un peu de lait dans la bouteille.
ita,"È il vostro migliore amico, vero?"
deu,Bist du meiner überdrüssig?
eng,Is there anything that you want to tell me?
spa,Él no tiene más de dieciocho años.
eng,Father never goes out with an umbrella without leaving it somewhere.
ita,I fatti sono dalla nostra parte.
ita,"Continuare a fare la vittima non aiuta nessuno, soprattutto te stesso."
ita,Penso che non andranno per salute in Germania.
ita,Io trascorsi molto tempo in Australia.
spa,El lunes perdí mi empleo.
ita,Nessuno l'ha più visto da allora.
ita,Ho trovato questo libro molto interessante.
eng,You're a grass!
spa,Tomás encontró las llaves que creía que había perdido.
deu,"Niemand hört mir zu, wenn ich rede."
eng,Tom is convinced that he's a relative of mine.
deu,"Tom war der festen Überzeugung, dass alle Menschen von Natur aus gut seien - bis er Maria traf."
eng,A jet fighter flew over the town.
eng,"I know Tom lives on Park Street, but I'm not exactly sure where."
spa,"Hablando francamente, no me gusta tu idea."
deu,"Die Dunkelheit nimmt dem Menschen die Möglichkeit, einen Gegenstand vom anderen zu unterscheiden."
spa,Hizo lo que le dije.
eng,Can we get Tom to do that?
eng,"Predictably, I crashed and burned."
spa,Tomen lo que necesiten y den lo que puedan.
fra,Ce qu'il y en a des morts chez les vivants!
deu,"Ich wußte, daß du die Antwort würdest erraten können."
deu,Was machst du üblicherweise zuhause?
fra,Il veut vous parler.
deu,"Ich erkundigte mich, ob das Flugzeug pünktlich ankäme."
fra,Elle a la peau basanée.
deu,Große Zeiträume schrumpfen bei ununterbrochener Gleichförmigkeit zusammen.
spa,El número de información para las personas que estén cruzando la frontera es el +48 47 721 75 75.
ita,Tom ha tradito la fiducia di Mary.
eng,"I don't even know what you are called, mate."
deu,Misch dich nicht in ihr Privatleben ein.
spa,¿Quién parte?
deu,Könntest du die Lautstärke runterdrehen?
spa,Estoy en el aula.
ita,Vai a fare nuove conoscenze in Sudafrica.
spa,Quería comprar aspirina.
deu,Du weißt es also wirklich nicht?
ita,Forse non serve che parliate con noi.
eng,Tom's apartment looks great after he had it re-carpeted.
eng,Science can help us understand the dynamics of complex systems.
eng,Tom has a photographic memory but never developed it.
